date,HUFL,OT
2016-07-01 00:00:00,41.13000106811523,38.6619987487793
2016-07-01 01:00:00,37.52799987792969,37.124000549316406
2016-07-01 02:00:00,37.946998596191406,36.46500015258789
2016-07-01 03:00:00,38.95199966430664,33.60850143432617
2016-07-01 04:00:00,38.11399841308594,31.850500106811523
2016-07-01 05:00:00,36.77399826049805,30.53199958801269
2016-07-01 06:00:00,39.0359992980957,30.093000411987305
2016-07-01 07:00:00,39.37099838256836,29.87299919128418
2016-07-01 08:00:00,33.92599868774414,29.65299987792969
2016-07-01 09:00:00,38.44900131225586,29.21349906921387
2016-07-01 10:00:00,35.93600082397461,27.45599937438965
2016-07-01 11:00:00,35.76900100708008,27.45599937438965
2016-07-01 12:00:00,40.20899963378906,27.236499786376953
2016-07-01 13:00:00,37.025001525878906,26.57699966430664
2016-07-01 14:00:00,39.95700073242188,26.79700088500977
2016-07-01 15:00:00,40.29199981689453,26.79700088500977
2016-07-01 16:00:00,40.87900161743164,26.79700088500977
2016-07-01 17:00:00,42.1349983215332,26.57749938964844
2016-07-01 18:00:00,42.72200012207031,26.57749938964844
2016-07-01 19:00:00,37.361000061035156,26.13750076293945
2016-07-01 20:00:00,41.13000106811523,26.13750076293945
2016-07-01 21:00:00,36.52299880981445,25.69849967956543
2016-07-01 22:00:00,36.104000091552734,25.917999267578125
2016-07-01 23:00:00,36.43899917602539,25.917999267578125
2016-07-02 00:00:00,35.60100173950195,25.917999267578125
2016-07-02 01:00:00,32.92100143432617,26.357500076293945
2016-07-02 02:00:00,31.32900047302246,26.13750076293945
2016-07-02 03:00:00,30.65900039672852,25.69849967956543
2016-07-02 04:00:00,30.82699966430664,25.69849967956543
2016-07-02 05:00:00,29.48600006103516,25.917999267578125
2016-07-02 06:00:00,30.072999954223643,25.917999267578125
2016-07-02 07:00:00,33.088001251220696,25.917999267578125
2016-07-02 08:00:00,34.09400177001953,25.478500366210927
2016-07-02 09:00:00,34.59600067138672,25.697999954223643
2016-07-02 10:00:00,29.82099914550781,25.917999267578125
2016-07-02 11:00:00,31.58099937438965,25.917999267578125
2016-07-02 12:00:00,30.57500076293945,26.13750076293945
2016-07-02 13:00:00,30.1560001373291,26.357500076293945
2016-07-02 14:00:00,29.319000244140625,26.57749938964844
2016-07-02 15:00:00,30.90999984741211,27.45599937438965
2016-07-02 16:00:00,32.333999633789055,27.67600059509277
2016-07-02 17:00:00,32.16699981689453,28.11549949645996
2016-07-02 18:00:00,31.832000732421875,28.554500579833984
2016-07-02 19:00:00,32.250999450683594,28.77449989318848
2016-07-02 20:00:00,31.916000366210927,29.653499603271484
2016-07-02 21:00:00,31.32900047302246,29.21349906921387
2016-07-02 22:00:00,36.104000091552734,27.89550018310547
2016-07-02 23:00:00,36.02000045776367,27.236499786376953
2016-07-03 00:00:00,36.35499954223633,27.675500869750977
2016-07-03 01:00:00,35.182998657226555,28.554500579833984
2016-07-03 02:00:00,36.858001708984375,28.554500579833984
2016-07-03 03:00:00,35.182998657226555,28.554500579833984
2016-07-03 04:00:00,32.16699981689453,28.11549949645996
2016-07-03 05:00:00,34.009998321533196,28.11549949645996
2016-07-03 06:00:00,34.17699813842773,27.89550018310547
2016-07-03 07:00:00,32.75299835205078,27.675500869750977
2016-07-03 08:00:00,32.417999267578125,27.236499786376953
2016-07-03 09:00:00,29.56999969482422,28.11549949645996
2016-07-03 10:00:00,34.512001037597656,28.77400016784668
2016-07-03 11:00:00,33.590999603271484,29.653499603271484
2016-07-03 12:00:00,35.518001556396484,31.41150093078613
2016-07-03 13:00:00,35.685001373291016,31.41150093078613
2016-07-03 14:00:00,33.84199905395508,31.41150093078613
2016-07-03 15:00:00,32.669998168945305,31.41150093078613
2016-07-03 16:00:00,34.09400177001953,32.509998321533196
2016-07-03 17:00:00,40.459999084472656,32.72949981689453
2016-07-03 18:00:00,40.29199981689453,32.94900131225586
2016-07-03 19:00:00,35.60100173950195,32.94900131225586
2016-07-03 20:00:00,37.361000061035156,31.850500106811523
2016-07-03 21:00:00,38.28200149536133,30.75200080871582
2016-07-03 22:00:00,38.198001861572266,29.87299919128418
2016-07-03 23:00:00,37.52799987792969,29.43350028991699
2016-07-04 00:00:00,36.43899917602539,28.993999481201172
2016-07-04 01:00:00,37.361000061035156,28.334999084472656
2016-07-04 02:00:00,31.2450008392334,28.77449989318848
2016-07-04 03:00:00,34.68000030517578,28.55500030517578
2016-07-04 04:00:00,31.16200065612793,28.55500030517578
2016-07-04 05:00:00,33.34000015258789,28.334999084472656
2016-07-04 06:00:00,38.198001861572266,27.89550018310547
2016-07-04 07:00:00,37.77899932861328,27.67600059509277
2016-07-04 08:00:00,33.84199905395508,27.89550018310547
2016-07-04 09:00:00,35.93600082397461,28.993999481201172
2016-07-04 10:00:00,35.014999389648445,30.97150039672852
2016-07-04 11:00:00,38.28200149536133,32.50949859619141
2016-07-04 12:00:00,41.96799850463867,35.146499633789055
2016-07-04 13:00:00,40.459999084472656,36.46500015258789
2016-07-04 14:00:00,38.78499984741211,37.78350067138672
2016-07-04 15:00:00,39.790000915527344,37.34349822998047
2016-07-04 16:00:00,38.86800003051758,36.90449905395508
2016-07-04 17:00:00,39.62200164794922,33.827999114990234
2016-07-04 18:00:00,43.97800064086914,32.94900131225586
2016-07-04 19:00:00,37.44400024414063,33.16899871826172
2016-07-04 20:00:00,40.29199981689453,32.72949981689453
2016-07-04 21:00:00,41.38100051879883,32.070499420166016
2016-07-04 22:00:00,36.52299880981445,31.631000518798828
2016-07-04 23:00:00,37.025001525878906,31.631000518798828
2016-07-05 00:00:00,35.518001556396484,31.41150093078613
2016-07-05 01:00:00,34.429000854492195,30.97150039672852
2016-07-05 02:00:00,35.60100173950195,30.53249931335449
2016-07-05 03:00:00,37.025001525878906,28.993999481201172
2016-07-05 04:00:00,33.50699996948242,28.77449989318848
2016-07-05 05:00:00,35.60100173950195,29.43350028991699
2016-07-05 06:00:00,39.53799819946289,30.09250068664551
2016-07-05 07:00:00,37.946998596191406,31.19149971008301
2016-07-05 08:00:00,36.35499954223633,31.631000518798828
2016-07-05 09:00:00,36.77399826049805,31.631000518798828
2016-07-05 10:00:00,38.11399841308594,33.388999938964844
2016-07-05 11:00:00,41.88399887084961,34.487499237060554
2016-07-05 12:00:00,42.1349983215332,34.047500610351555
2016-07-05 13:00:00,41.71599960327149,32.070499420166016
2016-07-05 14:00:00,39.37099838256836,30.97150039672852
2016-07-05 15:00:00,42.88899993896485,30.75200080871582
2016-07-05 16:00:00,39.11999893188477,31.850500106811523
2016-07-05 17:00:00,39.20299911499024,32.94900131225586
2016-07-05 18:00:00,40.54399871826172,33.60850143432617
2016-07-05 19:00:00,34.763999938964844,33.388999938964844
2016-07-05 20:00:00,37.19300079345703,33.388999938964844
2016-07-05 21:00:00,39.2869987487793,33.388999938964844
2016-07-05 22:00:00,36.35499954223633,33.16899871826172
2016-07-05 23:00:00,40.04100036621094,33.16899871826172
2016-07-06 00:00:00,37.44400024414063,33.16899871826172
2016-07-06 01:00:00,40.20899963378906,33.16899871826172
2016-07-06 02:00:00,38.44900131225586,32.949501037597656
2016-07-06 03:00:00,37.361000061035156,32.949501037597656
2016-07-06 04:00:00,38.78499984741211,32.72949981689453
2016-07-06 05:00:00,37.10900115966797,32.72949981689453
2016-07-06 06:00:00,39.53799819946289,32.72949981689453
